,Player,Age,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,OPS,DPS,PS,BLK,HIT,FOW,FOL,FO%,Ht,Wt,S/C,Exp,Salary,Team
5,Cam Fowler,32.0,D,44,2,18,20,-22,8,2,0,0,0,9,9,0,61,3.3,1116.0,25:21,0.7,1.2,1.9,67,19,0,0,,6-2,215,L/-,13,7500000.0,ANA
6,Alex Killorn,34.0,C,34,6,13,19,-15,30,3,3,0,1,11,2,0,80,7.5,629.0,18:30,0.7,0.3,1.0,15,27,9,14,39.1,6-1,194,L/-,11,6250000.0,ANA
7,Leo Carlsson,19.0,C,25,8,7,15,-8,8,5,3,0,0,3,4,0,49,16.3,456.0,18:14,1.0,0.3,1.3,9,14,94,192,32.9,6-3,194,L/-,0,855000.0,ANA
8,Brett Leason,24.0,RW,36,6,6,12,-6,10,6,0,0,0,6,0,0,49,12.2,462.0,12:50,0.5,0.4,0.9,30,37,9,12,42.9,6-5,218,R/-,2,800000.0,ANA
9,Radko Gudas,33.0,D,38,6,5,11,12,71,6,0,0,0,5,0,0,58,10.3,702.0,18:29,0.8,2.6,3.4,81,104,0,0,,6-0,208,R/-,11,4000000.0,ANA
10,Sam Carrick,31.0,C,44,6,3,9,-6,54,5,0,1,0,3,0,0,54,11.1,568.0,12:55,-0.1,0.5,0.4,23,75,244,225,52.0,6-0,200,R/-,7,850000.0,ANA
11,Jakob Silfverberg,33.0,LW,43,2,6,8,0,10,2,0,0,0,4,2,0,61,3.3,512.0,11:55,-0.4,0.7,0.2,17,9,10,11,47.6,6-1,207,R/-,11,5250000.0,ANA
12,Jackson LaCombe,23.0,D,40,0,7,7,-23,12,0,0,0,0,7,0,0,37,0.0,786.0,19:39,-0.3,0.3,0.0,69,29,0,0,,6-2,205,L/-,1,832500.0,ANA
13,Urho Vaakanainen,25.0,D,36,0,7,7,5,10,0,0,0,0,7,0,0,37,0.0,593.0,16:28,-0.1,1.8,1.8,33,15,0,0,,6-2,200,L/-,5,900000.0,ANA
14,Ilya Lyubushkin,29.0,D,44,0,4,4,-6,49,0,0,0,0,4,0,0,31,0.0,758.0,17:13,-0.6,1.4,0.9,114,71,0,0,,6-2,200,R/-,5,2750000.0,ANA
15,Tristan Luneau,20.0,D,7,1,2,3,1,4,1,0,0,0,2,0,0,11,9.1,125.0,17:52,0.2,0.4,0.6,4,5,0,0,,6-1,193,R/-,0,775000.0,ANA
16,Brock McGinn,29.0,LW,21,1,2,3,-1,4,1,0,0,0,2,0,0,22,4.5,239.0,11:23,-0.3,0.3,0.0,8,22,5,6,45.5,6-0,187,L/-,8,2750000.0,ANA
17,Ross Johnston,29.0,LW,32,0,2,2,0,64,0,0,0,0,2,0,0,22,0.0,245.0,7:39,-0.5,0.3,-0.2,16,50,2,0,100.0,6-5,230,L/-,7,1100000.0,ANA
18,Isac Lundestrom,24.0,C,8,1,0,1,1,0,1,0,0,0,0,0,0,9,11.1,101.0,12:38,-0.1,0.2,0.1,6,2,26,26,50.0,6-0,193,L/-,5,1800000.0,ANA
19,Benoit-Olivier Groulx,23.0,C,25,0,1,1,-3,12,0,0,0,0,1,0,0,23,0.0,314.0,12:34,-0.8,0.3,-0.5,15,40,66,82,44.6,6-2,200,L/-,2,775000.0,ANA
20,Lukas Dostal,23.0,G,19,0,0,0,0,4,0,0,0,0,0,0,0,0,,1046.0,55:02,0.0,0.0,3.4,0,0,0,0,,6-2,188,-/L,2,775000.0,ANA
21,John Gibson,30.0,G,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,1551.0,55:24,0.0,0.0,4.4,0,0,0,0,,6-2,210,-/L,10,,ANA
22,Gustav Lindstrom,25.0,D,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,27.0,13:44,0.0,0.1,0.0,1,2,0,0,,6-2,194,R/-,4,950000.0,ANA
0,Tomas Hertl,30.0,C,44,13,17,30,-26,22,7,5,1,0,13,4,0,106,12.3,916.0,20:49,1.6,0.4,2.0,43,36,464,356,56.6,6-3,215,L/-,10,7500000.0,SJS
1,Mikael Granlund,31.0,C,38,5,24,29,-10,14,5,0,0,1,14,9,1,73,6.8,782.0,20:35,1.1,0.8,1.9,32,36,260,272,48.9,5-10,185,L/-,11,6000000.0,SJS
2,Fabian Zetterlund,24.0,W,45,12,6,18,-17,21,9,2,1,0,4,2,0,105,11.4,821.0,18:15,0.6,0.6,1.2,40,45,12,18,40.0,5-11,220,R/-,2,1400000.0,SJS
3,William Eklund,21.0,LW,44,7,11,18,-23,20,3,4,0,4,8,2,1,72,9.7,806.0,18:20,0.2,0.3,0.5,39,16,13,25,34.2,5-11,181,L/-,2,832500.0,SJS
4,Anthony Duclair,28.0,LW,40,8,8,16,-11,26,7,1,0,1,4,4,0,67,11.9,642.0,16:02,0.5,0.5,1.1,21,20,9,17,34.6,5-11,197,L/-,9,4000000.0,SJS
5,Mike Hoffman,34.0,C,43,8,7,15,-14,16,6,2,0,1,6,1,0,49,16.3,615.0,14:18,0.5,0.4,0.9,20,18,10,15,40.0,6-0,190,L/-,12,5000000.0,SJS
6,Mario Ferraro,25.0,D,45,1,13,14,-25,26,1,0,0,0,13,0,0,76,1.3,1028.0,22:51,0.1,1.1,1.2,130,58,0,0,,6-0,209,L/-,4,3250000.0,SJS
7,Filip Zadina,24.0,RW,40,5,7,12,-28,8,4,1,0,1,6,1,0,72,6.9,533.0,13:20,0.1,-0.2,-0.1,18,22,13,38,25.5,6-0,200,L/-,5,1100000.0,SJS
8,Luke Kunin,26.0,C,40,6,2,8,-21,40,5,1,0,1,1,1,0,55,10.9,598.0,14:58,-0.3,0.1,-0.2,30,61,107,139,43.5,6-0,197,R/-,6,3000000.0,SJS
9,Alexander Barabanov,29.0,F,25,3,5,8,-16,6,3,0,0,0,4,1,0,36,8.3,409.0,16:22,-0.1,0.0,-0.1,8,11,0,0,,5-10,195,L/-,3,2000000.0,SJS
10,Justin Bailey,28.0,RW,24,2,5,7,-3,2,2,0,0,0,4,1,0,29,6.9,292.0,12:11,0.1,0.3,0.4,14,25,5,6,45.5,6-4,214,R/-,7,775000.0,SJS
11,Kevin Labanc,28.0,RW,32,2,5,7,-16,8,2,0,0,0,2,3,0,43,4.7,377.0,11:47,-0.2,0.0,-0.2,11,27,3,13,18.8,5-11,185,R/-,7,5875000.0,SJS
12,Calen Addison,23.0,D,28,1,6,7,-14,18,1,0,0,0,2,4,0,32,3.1,497.0,17:45,0.1,0.4,0.5,39,9,0,0,,5-11,173,R/-,3,825000.0,SJS
13,Ty Emberson,23.0,D,21,1,6,7,-2,2,1,0,0,0,5,1,0,22,4.5,394.0,18:47,0.3,1.0,1.2,30,43,0,0,,6-1,195,R/-,0,775000.0,SJS
14,Ryan Carpenter,33.0,C,28,2,4,6,-1,4,2,0,0,0,4,0,0,29,6.9,321.0,11:29,-0.1,0.4,0.3,17,22,114,126,47.5,6-1,198,R/-,8,775000.0,SJS
15,Jan Rutta,33.0,D,39,0,6,6,-12,14,0,0,0,0,4,0,2,35,0.0,740.0,18:58,-0.4,1.2,0.9,62,35,0,0,,6-3,204,R/-,6,2500000.0,SJS
16,Kyle Burroughs,28.0,D,39,0,4,4,-24,45,0,0,0,0,4,0,0,41,0.0,744.0,19:05,-0.5,0.3,-0.2,75,94,0,0,,6-0,195,R/-,3,1100000.0,SJS
17,Henry Thrun,22.0,D,20,1,2,3,-9,4,0,1,0,0,1,1,0,27,3.7,383.0,19:09,-0.1,0.4,0.3,33,13,0,0,,6-2,190,L/-,1,832500.0,SJS
18,Marc-Edouard Vlasic,36.0,D,23,1,1,2,-13,6,1,0,0,0,1,0,0,22,4.5,339.0,14:45,-0.1,0.0,-0.1,39,16,0,0,,6-1,205,L/-,17,7250000.0,SJS
19,Kaapo Kahkonen,27.0,G,21,0,1,1,0,2,0,0,0,0,0,1,0,0,,1064.0,50:41,0.0,0.0,3.4,0,0,0,0,,6-2,217,-/L,4,2900000.0,SJS
20,Mackenzie Blackwood,27.0,G,29,0,0,0,0,2,0,0,0,0,0,0,0,0,,1580.0,54:29,0.0,0.0,4.4,0,0,0,0,,6-4,225,-/L,5,2200000.0,SJS
21,Magnus Chrona,23.0,G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,51.0,25:15,0.0,0.0,-0.4,0,0,0,0,,6-4,194,-/L,0,70000.0,SJS
22,Scott Sabourin,31.0,F,3,0,0,0,0,9,0,0,0,0,0,0,0,3,0.0,28.0,9:17,-0.1,0.0,0.0,1,10,0,2,0.0,6-4,207,R/-,3,775000.0,SJS
